address,city_name,cleanliness,comment_count,distance_tip,district_name,fangdong_house_count,fangdong_id,fangdong_nick_name,fangdong_tags,fangdong_tel,fangwu_src,favorite_count,house_decoration,house_id,house_in,house_jishi,house_mianji,house_out,house_ren_count,house_type,latitude,longitude,name,overall,price,services,source,traffic,unit_infor
绿城兰悦(山师山艺附近，靠近大明湖趵突泉千佛山等景区),济南,5.0,1,近山师/山大/洪楼,历下区,,6329723,时艺雅居,"个人房东,实名验证",186Doyh8110,https://www.tujia.com/detail/18201317.htm,20,5.0,18201317,14:00后入住,1室0厅 1卫0厨,40㎡,12:00前退房,宜住2人,整套普通公寓,36.66005491341585,117.07084299999993,文化东路/后海简约ins大床房山师山艺,5.0,328,5.0,tujia,5.0,距山师/山大/洪楼直线2.2公里
馆驿街新区,济南,4.9,22,近大明湖/泉城广场/趵突泉,市中区,,179765,泉城热宿,"个人房东,超赞房东,实名验证",155EfZY2600,https://www.tujia.com/detail/9985228.htm,152,4.8,9985228,14:00后入住,2室1厅 1卫1厨,70㎡,12:00前退房,宜住4人,整套普通公寓,36.673474,117.012182,空调房市中心高层电梯房&野兽派的内心,4.9,268,5.0,tujia,5.0,距大明湖/泉城广场/趵突泉直线1.6公里
香格里拉东北塔,济南,4.6,5,近高新区/奥体中心,历下区,,1072391,V邱邱V,"个人房东,超赞房东,实名验证",156Eras6099,https://www.tujia.com/detail/10285619.htm,145,4.6,10285619,13:00后入住,1室0厅 1卫1厨,65㎡,12:00前退房,宜住2人,整套普通公寓,36.693645,117.129489,【青柠居】6号 紧邻-万达、国际会展中心,4.8,188,4.8,tujia,5.0,距高新区/奥体中心直线162米
民营经科园路(恒大滨河左岸4号公寓楼),济南,4.6,9,近北园,天桥区,,3786595,海星精品loft公寓,商户经营,155BuWZ7971,https://www.tujia.com/detail/10272809.htm,671,4.6,10272809,13:00后入住,1室2厅 1卫1厨,60㎡,12:00前退房,宜住2人,整套Loft复式,36.71243979886187,117.03482674421817, 大明湖/泉城广场/复式大床/温馨舒适A,4.5,138,4.6,tujia,4.4,距北园直线1.4公里
绿地新都会(西门),济南,4.6,10,近英雄山/千佛山/舜耕会展中心,市中区,,5247705,二环南 贵和旁 豪华套房,"个人房东,实名验证",186DzqS1162,https://www.tujia.com/detail/13847135.htm,60,4.7,13847135,12:00后入住,2室1厅 1卫1厨,98㎡,12:00前退房,宜住3人（可加1人）,整套普通公寓,36.60610657959434,117.0028098878534,二环南路贵和旁，豪华现代装修，谢绝加人,4.6,241,4.6,tujia,4.6,距英雄山/千佛山/舜耕会展中心直线4.7公里
 会展西路88号香格里拉,济南,4.8,39,近高新区/奥体中心,高新区,,1419747,路客精品民宿BE9730,商户经营,400DxKc270,https://www.tujia.com/detail/2826600.htm,381,4.8,2826600,15:00后入住,1室0厅 1卫0厨,67㎡,12:00前退房,宜住2人,整套普通公寓,36.6927717417692,117.1301243023582,【路客】初夏夜8折丨五彩缤纷的世界高新,4.9,530,4.9,tujia,4.9,距高新区/奥体中心直线<100米
大明翠庭湖畔苑-西门,济南,5.0,34,近大明湖/泉城广场/趵突泉,天桥区,,2644476,大明湖的夏耦合,"商户经营,超赞房东,实名验证",156BfxJ0692,https://www.tujia.com/detail/8478506.htm,313,5.0,8478506,15:00后入住,2室1厅 1卫1厨,92㎡,12:00前退房,宜住4人（可加2人）,整套普通公寓,36.685252,117.031421,出门大明湖毗邻高架曲水亭百花洲泉城路宽厚,5.0,358,5.0,tujia,5.0,距大明湖/泉城广场/趵突泉直线2公里
恒大城,济南,5.0,1,近高新区/奥体中心,历城区,,6023242,百洋时尚主题公寓,商户经营,133Bemy6056,https://www.tujia.com/detail/17292465.htm,13,5.0,17292465,14:00后入住,1室0厅 1卫0厨,69㎡,12:00前退房,宜住2人,整套普通公寓,36.724720910104594,117.14720425768222,济南东站【森林•物语】大床房,5.0,205,5.0,tujia,5.0,距高新区/奥体中心直线3.9公里
 聚贤北区-南门,济南,4.6,40,近大明湖/泉城广场/趵突泉,天桥区,,2268198,蓝天小清新,"个人房东,实名验证",131AdmN9794,https://www.tujia.com/detail/5187716.htm,692,4.6,5187716,14:00后入住,2室1厅 1卫1厨,80㎡,12:00前退房,宜住4人,整套普通公寓,36.677839,117.014408,大明湖畔 趵突泉边 蓝天白云两居室,4.7,292,4.8,tujia,4.7,距大明湖/泉城广场/趵突泉直线1.7公里
民营经科园路(恒大滨河左岸4号公寓楼),济南,5.0,1,近北园,天桥区,,3786595,海星精品loft公寓,商户经营,155BuWZ7971,https://www.tujia.com/detail/10273075.htm,187,5.0,10273075,13:00后入住,1室2厅 1卫1厨,60㎡,12:00前退房,宜住2人,整套Loft复式,36.71243979886187,117.03482674421817, 大明湖/泉城广场/复式大床/温馨舒适F,5.0,138,5.0,tujia,5.0,距北园直线1.4公里
金科城纽约区B区,济南,5.0,6,近西客站,槐荫区,,2900109,德舍,"个人房东,超赞房东,实名验证",155DneB5380,https://www.tujia.com/detail/17293039.htm,28,5.0,17293039,14:00后入住,3室2厅 1卫1厨,120㎡,12:00前退房,宜住6人（可加1人）,整套普通公寓,36.66494021797271,116.90456335782437,【清新小屋】近西客站/长租优惠/可住6人,5.0,315,5.0,tujia,5.0,距西客站直线1公里
北园大街,济南,5.0,1,近北园,历城区,,8167594,济南轻程度假公寓,"商户经营,实名验证",150BmBE8155,https://www.tujia.com/detail/24811207.htm,1,5.0,24811207,14:00后入住,1室0厅 1卫0厨,42㎡,12:00前退房,宜住2人,整套普通公寓,36.703658,117.062472,北园商圈罗曼蒂克大床房,5.0,211,5.0,tujia,5.0,距北园直线1.9公里
纬八路/经六路(路口)(省立医院南门，向西60米，路南388-1),济南,5.0,4,近大观园/和谐广场商圈,槐荫区,,97623,泉城广场芙蓉街服装设计师的家,"个人房东,实名验证",183DRqt7673,https://www.tujia.com/detail/14593720.htm,51,4.0,14593720,14:00后入住,3室0厅 1卫1厨,90㎡,12:00前退房,宜住6人,整套普通公寓,36.661697,116.987998,省立医院旁 简约三居,4.5,358,5.0,tujia,4.0,距大观园/和谐广场商圈直线212米
岱宗街-道路,济南,5.0,7,近大明湖/泉城广场/趵突泉,历下区,,4080630,木屋之家民宿,"个人房东,实名验证",183Cejj7218,https://www.tujia.com/detail/17155083.htm,83,5.0,17155083,14:00后入住,1室0厅 1卫0厨,16㎡,12:00前退房,宜住2人,整套客栈,36.677076,117.03243,【已消毒】星馨苑__百花洲芙蓉街大明湖,5.0,188,5.0,tujia,5.0,距大明湖/泉城广场/趵突泉直线1.1公里
汇展香格里拉(会展香格里拉),济南,4.4,5,近高新区/奥体中心,历下区,,5661622,雅铂轻奢公寓,"商户经营,超赞房东",130CIbt7396,https://www.tujia.com/detail/15143528.htm,37,4.4,15143528,14:00后入住,1室0厅 1卫0厨,60㎡,12:00前退房,宜住2人,整套酒店式公寓,36.69368040763677,117.12954649247641,雅铂奢华北欧静谧双床房高新万达会展中心,4.6,263,4.8,tujia,4.8,距高新区/奥体中心直线164米
荣盛时代国际,秦皇岛,5.0,5,近北园,历城区,,4383100,近海城市,"个人房东,超赞房东,实名验证",150AitQ5315,https://www.tujia.com/detail/17232734.htm,142,5.0,17232734,14:00后入住,1室0厅 1卫0厨,55㎡,12:00前退房,宜住2人,整套酒店式公寓,36.708806,117.067237,山东济南 荣盛 精致大床房,5.0,10000,5.0,tujia,5.0,距北园直线1.8公里
华福维嘉公寓,济南,5.0,5,近北园,历城区,,6025363,奈斯·福,"个人房东,超赞房东,实名验证",176EhtA3507,https://www.tujia.com/detail/16905820.htm,125,5.0,16905820,14:00-24:00,1室0厅 1卫0厨,50㎡,12:00前退房,宜住2人,整套普通公寓,36.703991,117.062607,【奈斯·福】日系小清新|北园大街一居公寓,5.0,238,5.0,tujia,5.0,距北园直线1.8公里
岱宗街,济南,4.3,6,近大明湖/泉城广场/趵突泉,历下区,,4080630,木屋之家民宿,"个人房东,实名验证",183Cejj7218,https://www.tujia.com/detail/17175355.htm,115,4.5,17175355,14:00后入住,1室0厅 1卫0厨,16㎡,12:00前退房,宜住2人,整套客栈,36.677091,117.032487,【已消毒】笠泊居__芙蓉街大明湖宽厚里,4.6,158,4.7,tujia,5.0,距大明湖/泉城广场/趵突泉直线1.1公里
 成丰街71号,济南,5.0,24,近火车站,天桥区,,5113046,偶遇夏雨荷,"个人房东,超赞房东,实名验证",131CCOl1235,https://www.tujia.com/detail/13439560.htm,156,5.0,13439560,14:00后入住,2室1厅 1卫1厨,70㎡,12:00前退房,宜住4人（可加1人）,整套普通公寓,36.680652805683586,116.99919027951196,【暖气&空调两室】火车站附近长租优惠,4.9,228,5.0,tujia,4.9,距火车站直线714米
世茂国际广场(宽厚里景区内),济南,5.0,13,近大明湖/泉城广场/趵突泉,历下区,,4332455,钱香,"个人房东,超赞房东,实名验证",189DqdF9530,https://www.tujia.com/detail/10812747.htm,145,5.0,10812747,14:00后入住,1室1厅 1卫1厨,64㎡,13:00前退房,宜住2人,整套酒店式公寓,36.67078255818265,117.03706283981263,meet you宽厚里世茂国际广场精致房,5.0,335,5.0,tujia,5.0,距大明湖/泉城广场/趵突泉直线852米
汇展香格里拉(会展香格里拉),济南,5.0,8,近高新区/奥体中心,历下区,,5661622,雅铂轻奢公寓,"商户经营,超赞房东",130CIbt7396,https://www.tujia.com/detail/15143269.htm,107,5.0,15143269,14:00后入住,1室0厅 1卫0厨,60㎡,12:00前退房,宜住2人,整套酒店式公寓,36.69368040763677,117.12954649247641,高新万达广场艺术度假落地窗大床房会展中心,5.0,410,5.0,tujia,5.0,距高新区/奥体中心直线164米
茂新新区-一区,济南,4.9,48,近火车站,天桥区,,3826747,济南途掌柜102300精品民宿,自营民宿,133AAsP7222,https://www.tujia.com/detail/9356971.htm,397,4.9,9356971,14:00后入住,2室1厅 1卫1厨,65㎡,12:00前退房,宜住4人,整套普通公寓,36.67988391471928,117.00918599999994,【班禾】大明湖/济南站/万达清新两居室,4.9,369,4.8,tujia,4.9,距火车站直线1.6公里
少年路名仕阁,济南,4.6,55,近大明湖/泉城广场/趵突泉,天桥区,,221155,路客精品民宿BE8310,商户经营,400DxKc270,https://www.tujia.com/detail/518042.htm,441,4.7,518042,15:00后入住,2室1厅 1卫1厨,112㎡,12:00前退房,宜住4人,整套普通公寓,36.67989267601571,117.01862026356252,【路客】大明湖畔|趵突泉|宽厚里小吃街,4.7,796,4.7,tujia,4.7,距大明湖/泉城广场/趵突泉直线1.6公里
 济洛路泺祥新 区,济南,4.9,45,近泺口服装城/动物园,天桥区,,184509,路客精品民宿BD1350,商户经营,400DxKc270,https://www.tujia.com/detail/470479.htm,252,4.9,470479,15:00后入住,2室1厅 1卫1厨,80㎡,12:00前退房,宜住4人,整套普通公寓,36.703496008279664,117.00194310120061,【路客】初夏8折丨动物园丨大明湖丨芙蓉街,4.9,701,5.0,tujia,5.0,距泺口服装城/动物园直线688米
明湖天地E座(明湖东路6号),济南,5.0,1,近山师/山大/洪楼,历下区,,5427353,奔驰的面包,"商户经营,超赞房东",130AAKZ9200,https://www.tujia.com/detail/17106895.htm,56,5.0,17106895,14:00后入住,1室1厅 1卫1厨,53㎡,12:00前退房,宜住2人（可加2人）,整套普通公寓,36.68420549266956,117.04866894700154,｛路朋｝日系风一室 紧邻大明湖、趵突泉、,5.0,327,5.0,tujia,5.0,距山师/山大/洪楼直线1.7公里
香格里拉东北塔,济南,5.0,3,近高新区/奥体中心,历下区,,1072391,V邱邱V,"个人房东,超赞房东,实名验证",156Eras6099,https://www.tujia.com/detail/13231954.htm,102,5.0,13231954,13:00后入住,1室0厅 1卫1厨,60㎡,12:00前退房,宜住2人,整套普通公寓,36.693645,117.129489,【青柠居 】8号-紧邻高新万达、国际会展,5.0,188,5.0,tujia,5.0,距高新区/奥体中心直线162米
恒大城,济南,5.0,3,近高新区/奥体中心,历城区,,6023242,百洋时尚主题公寓,商户经营,133Bemy6056,https://www.tujia.com/detail/16310211.htm,30,4.7,16310211,14:00后入住,1室0厅 1卫0厨,58㎡,12:00前退房,宜住2人,整套普通公寓,36.724720910104594,117.14720425768222,济南东站【复古】轻奢大床房,4.9,194,5.0,tujia,5.0,距高新区/奥体中心直线3.9公里
保利大明湖泉馨居3号楼,济南,5.0,7,近山师/山大/洪楼,历下区,,6255803,遍游,"个人房东,实名验证",130BfNW9084,https://www.tujia.com/detail/17030994.htm,63,5.0,17030994,14:00后入住,2室1厅 1卫1厨,60㎡,12:00前退房,宜住4人（可加1人）,整套普通公寓,36.686612282610355,117.04227379943423,大明湖畔电梯房&步行曲水亭趵突泉宽厚里,5.0,199,5.0,tujia,5.0,距山师/山大/洪楼直线2.3公里
槐荫区乐梦中心,济南,5.0,3,近西客站,槐荫区,,4888094,曹彪,"个人房东,实名验证",130CxUf2502,https://www.tujia.com/detail/17408903.htm,27,5.0,17408903,14:00后入住,1室1厅 1卫0厨,60㎡,12:00前退房,宜住2人,整套普通公寓,36.65637,116.915261,高铁西客站/宜家/会展中心/方特欧乐堡,5.0,128,5.0,tujia,5.0,距西客站直线2.3公里
明湖西路,济南,0.0,0,近火车站,天桥区,,9951159,奈斯精品酒店(济南火车站店),"商户经营,实名验证",137EXdf0402,https://www.tujia.com/detail/34389153.htm,2,0.0,34389153,14:00后入住,1室0厅 1卫0厨,50㎡,12:00前退房,宜住2人,整套普通公寓,36.675569,117.006671,大明湖/泉城广场商圈木棉之风大床房,0.0,364,0.0,tujia,0.0,距火车站直线1.4公里
北园大街,济南,5.0,4,近北园,历城区,,8167594,济南轻程度假公寓,"商户经营,实名验证",150BmBE8155,https://www.tujia.com/detail/24811179.htm,,5.0,24811179,14:00后入住,1室0厅 1卫0厨,37㎡,12:00前退房,宜住2人,整套普通公寓,36.703658,117.062472,北园商圈愉梦大床房,5.0,200,5.0,tujia,5.0,距北园直线1.9公里
明湖花园(生产路东街),济南,4.8,19,近大明湖/泉城广场/趵突泉,天桥区,,4607667,52Love美宿,"个人房东,超赞房东,实名验证",132AVOe8185,https://www.tujia.com/detail/11754919.htm,237,4.8,11754919,14:00后入住,2室2厅 1卫1厨,108㎡,12:00前退房,宜住6人（可加2人）,整套普通公寓,36.68720814383413,117.02503452903404,52Love·美宿 精装欧式奢华@大明湖,4.8,241,4.8,tujia,4.8,距大明湖/泉城广场/趵突泉直线2.2公里
华强广场-C栋(解放路与山大路交汇处华强广场),济南,4.9,61,近山师/山大/洪楼,历下区,,25933,济南华强颐舍精品公寓,"个人房东,超赞房东,实名验证",158BvFG8968,https://www.tujia.com/detail/91797.htm,977,4.9,91797,14:00后入住,1室0厅 1卫1厨,30㎡,12:00前退房,宜住2人,整套普通公寓,36.673011,117.061118,济南颐舍公寓温馨大床房,4.9,198,4.9,tujia,4.9,距山师/山大/洪楼直线911米
万达广场盛景苑-16号楼,济南,4.8,56,近大明湖/泉城广场/趵突泉,市中区,,3911286,xiaoxiao的家,"个人房东,超赞房东,实名验证",151AWYg7330,https://www.tujia.com/detail/9576932.htm,389,4.8,9576932,15:00后入住,2室1厅 1卫1厨,62㎡,12:00前退房,宜住4人,整套普通公寓,36.67031216992907,117.01239537050864,《冬暖夏凉》温馨之家、紧邻大明湖、趵突泉,4.9,348,4.9,tujia,4.9,距大明湖/泉城广场/趵突泉直线1.5公里
馆驿街(馆驿街小学附近)馆驿街新区,济南,4.9,37,近大明湖/泉城广场/趵突泉,市中区,,179765,泉城热宿,"个人房东,超赞房东,实名验证",155EfZY2600,https://www.tujia.com/detail/489141.htm,421,4.9,489141,14:00后入住,2室1厅 1卫1厨,80㎡,12:00前退房,宜住4人,整套普通公寓,36.673622,117.013081,招牌空调房-火烈鸟的乐园|小朋友超喜欢,4.9,288,4.9,tujia,4.9,距大明湖/泉城广场/趵突泉直线1.5公里
纬一路与馆驿街交叉口(和信广场),济南,5.0,6,近火车站,天桥区,,218128,和之信精品民宿（点击头像浏览更多房源）,"商户经营,超赞房东,实名验证",137EXdf0402,https://www.tujia.com/detail/11736110.htm,131,5.0,11736110,14:00后入住,1室0厅 1卫0厨,54㎡,12:00前退房,宜住2人,整套普通公寓,36.67510275771164,117.0062329947102,中式茶艺风近火车站大明湖趵突泉温馨大一居,5.0,338,5.0,tujia,5.0,距火车站直线1.4公里
山东省济南市长清区港基城市经典小区A座,济南,4.8,4,近长清大学城,长清区,,4571750,济南斯维登度假公寓（经十西路）,斯维登,155Etbm2819,https://www.tujia.com/detail/11735389.htm,136,5.0,11735389,12:00后入住,1室0厅 1卫1厨,40㎡,14:00前退房,宜住2人,整套普通公寓,36.565115,116.763669,济南斯维登经十西路舒适市景大床房,5.0,180,5.0,tujia,5.0,距长清大学城直线4.9公里
花园路290号华夏福地,济南,5.0,18,近大明湖/泉城广场/趵突泉,历下区,,5450873,路客精品民宿BJ0820,商户经营,400DxKc270,https://www.tujia.com/detail/14391868.htm,128,4.9,14391868,15:00后入住,3室1厅 1卫1厨,90㎡,12:00前退房,宜住6人,整套普通公寓,36.68481882468154,117.03940472850135,初夏特惠丨薄荷粉夏丨印象城丨洪楼丨大明,5.0,1344,5.0,tujia,5.0,距大明湖/泉城广场/趵突泉直线2.1公里
重汽莱蒙湖,济南,4.6,11,,章丘区,,6114949,莱蒙湖精装公寓,"个人房东,超赞房东,实名验证",188DuIU9911,https://www.tujia.com/detail/16492967.htm,54,4.6,16492967,13:00后入住,1室0厅 1卫1厨,40㎡,12:00前退房,宜住2人,整套普通公寓,36.667327913890155,117.41574499999993,莱蒙湖精装公寓有冰箱可做饭。,4.8,138,4.9,tujia,5.0,
顺河街4号名仕阁,济南,4.6,34,近大明湖/泉城广场/趵突泉,天桥区,,184327,路客精品民宿BC2570,商户经营,400DxKc270,https://www.tujia.com/detail/470357.htm,320,4.6,470357,15:00后入住,3室1厅 2卫1厨,138㎡,12:00前退房,宜住6人,整套普通公寓,36.67960702434392,117.01895664458445,【路客】初夏特惠丨大明湖旁丨摩登时尚,4.7,935,4.8,tujia,4.8,距大明湖/泉城广场/趵突泉直线1.6公里
经十西路与西苑路交叉口(乐梦中心四号楼),济南,5.0,14,近西客站,槐荫区,,5657793,双齐民宿,"个人房东,超赞房东,实名验证",151EBfv2355,https://www.tujia.com/detail/15491904.htm,84,5.0,15491904,14:00后入住,2室0厅 2卫0厨,110㎡,12:00前退房,宜住4人,整套普通公寓,36.6565248875997,116.91484837518013,济南西站，国际会展中心，宜家，肿瘤医院,5.0,214,4.9,tujia,5.0,距西客站直线2.3公里
北刘新区,济南,4.9,62,近火车站,天桥区,,85363,明湖雅舍,"个人房东,超赞房东,实名验证",133Crvi0208,https://www.tujia.com/detail/261344.htm,692,4.9,261344,14:00后入住,2室1厅 1卫1厨,80㎡,12:00前退房,宜住4人,整套普通公寓,36.68025,117.012175,大明湖畔&荷花两居室,4.9,317,4.9,tujia,4.9,距火车站直线1.8公里
姚家东路与姚家街交叉口(万象城上),济南,5.0,3,近高新区/奥体中心,历下区,,6244659,万象城悦玺民宿,"商户经营,超赞房东,实名验证",180AuSi6227,https://www.tujia.com/detail/17108323.htm,39,5.0,17108323,14:00后入住,1室0厅 1卫0厨,46㎡,12:00前退房,宜住2人,整套普通公寓,36.666152,117.105977,【悦玺•罗曼蒂克】25奥体万象城投影一居,5.0,358,5.0,tujia,5.0,距高新区/奥体中心直线3.6公里
良秀路(领秀城贵和金街鲁能美丽汇),济南,5.0,9,近英雄山/千佛山/舜耕会展中心,市中区,,3918027,深藍（点击头像查看更多房源）,"个人房东,超赞房东,实名验证",138DVjY6789,https://www.tujia.com/detail/10101582.htm,148,5.0,10101582,14:00后入住,1室0厅 1卫0厨,40㎡,12:00前退房,宜住2人,整套普通公寓,36.60033879545062,117.01235939443497,【梦境】ins风球池 超大投影 夜景公寓,5.0,259,5.0,tujia,4.9,距英雄山/千佛山/舜耕会展中心直线4.9公里
聚贤新区-北区,济南,5.0,20,近大明湖/泉城广场/趵突泉,天桥区,,5437559,l see☀️,"个人房东,超赞房东,实名验证",178BZSu0982,https://www.tujia.com/detail/14465333.htm,231,5.0,14465333,14:00后入住,2室1厅 1卫1厨,60㎡,12:00前退房,宜住4人,整套普通公寓,36.67822877965195,117.01515316842426,【素颜】走路去大明湖/芙蓉街/空调房,5.0,240,5.0,tujia,4.9,距大明湖/泉城广场/趵突泉直线1.7公里
未来城(周围有万达商业中心，高新区产业园),济南,4.8,20,近高新区/奥体中心,高新区,,2863856,浪漫温馨可爱之家,"个人房东,超赞房东,实名验证",186DgDe1513,https://www.tujia.com/detail/6684176.htm,174,4.9,6684176,14:00后入住,2室2厅 1卫1厨,92㎡,12:00前退房,宜住4人（可加2人）,整套普通公寓,36.69463829262183,117.14056560067228,高新区会展中心齐鲁软件园万达可做饭住4人,4.8,214,4.9,tujia,4.9,距高新区/奥体中心直线959米
凤天路(汉峪金谷A5_2金寓),济南,4.9,17,近高新区/奥体中心,历城区,,1870983,汉峪金谷精品公寓,"个人房东,实名验证",186ErWp6791,https://www.tujia.com/detail/8902895.htm,762,4.9,8902895,14:00后入住,1室0厅 1卫0厨,60㎡,12:00前退房,宜住2人,整套酒店式公寓,36.66569497434891,117.1560074723888,汉峪金谷落地观景大窗智能家居温馨大床房,4.9,238,5.0,tujia,4.8,距高新区/奥体中心直线3.7公里
华福维嘉公寓,济南,5.0,3,近北园,历城区,,6025363,奈斯·福,"个人房东,超赞房东,实名验证",176EhtA3507,https://www.tujia.com/detail/16905785.htm,107,5.0,16905785,14:00-24:00,1室0厅 1卫0厨,50㎡,12:00前退房,宜住2人,整套普通公寓,36.703991,117.062607,日式清新风|近荣盛国际|北园大街一居公寓,5.0,238,5.0,tujia,5.0,距北园直线1.8公里
万象城,济南,5.0,11,近高新区/奥体中心,历下区,,5880785,云☁️小树🍀,"个人房东,超赞房东,实名验证",183AWmi0808,https://www.tujia.com/detail/16134700.htm,34,5.0,16134700,14:00后入住,1室0厅 1卫0厨,40㎡,12:00前退房,宜住2人,整套普通公寓,36.664573913710036,117.10648399999994,经十路CBD万象城/近奥体/博物馆美术馆,5.0,218,5.0,tujia,5.0,距高新区/奥体中心直线3.7公里
经一路273号群盛华楼,济南,4.7,85,近大观园/和谐广场商圈,天桥区,,184610,路客精品民宿BD6360,商户经营,400DxKc270,https://www.tujia.com/detail/470365.htm,1087,4.8,470365,15:00后入住,2室1厅 2卫1厨,70㎡,12:00前退房,宜住4人,整套普通公寓,36.669805652458415,116.9838080419105,【路客】初夏夜8折丨城南往事丨经一路,4.8,701,4.8,tujia,4.8,距大观园/和谐广场商圈直线927米
万科麓公馆,济南,4.8,4,近高新区/奥体中心,历下区,,5960970,金铃儿,"个人房东,实名验证",156EtiV2127,https://www.tujia.com/detail/15886711.htm,108,4.8,15886711,14:00后入住,1室0厅 1卫0厨,30㎡,12:00前退房,宜住2人,整套普通公寓,36.681869829703224,117.15495199999985,高新万达美莲广场、奥体中心附近公寓,4.8,159,4.8,tujia,4.8,距高新区/奥体中心直线2.5公里
未来城公寓(未来城1号公寓),济南,5.0,5,近高新区/奥体中心,历下区,,1850879,【小贝喔】美宿,"个人房东,超赞房东,实名验证",185Alev7826,https://www.tujia.com/detail/14903218.htm,63,5.0,14903218,14:00后入住,1室0厅 1卫1厨,65㎡,12:00前退房,宜住2人（可加2人）,整套酒店式公寓,36.69448415178058,117.141354972052,【小贝喔】15万达广场国际会展奥体电影房,5.0,185,5.0,tujia,5.0,距高新区/奥体中心直线1公里
明湖西路巴黎花园,济南,4.7,41,近大明湖/泉城广场/趵突泉,天桥区,,184139,路客精品民宿BB3010,商户经营,400DxKc270,https://www.tujia.com/detail/470248.htm,242,4.8,470248,15:00后入住,2室1厅 1卫1厨,113㎡,12:00前退房,宜住4人,整套普通公寓,36.684068673376736,117.01853614133913,【路客】初夏特惠丨巴黎花园丨大明湖大两,4.8,1363,4.8,tujia,4.8,距大明湖/泉城广场/趵突泉直线2公里
济南万达广场公寓,济南,0.0,0,近火车站,市中区,,13143985,房东佳姐,"个人房东,实名验证",155CcLf8161,https://www.tujia.com/detail/39593254.htm,7,0.0,39593254,14:00-22:00,1室1厅 1卫0厨,48㎡,12:00前退房,宜住2人,整套普通公寓,36.67001176890065,117.00607358112049,万达广场达人界公寓,0.0,82,0.0,tujia,0.0,距火车站直线1.6公里
经十路17175号,济南,5.0,20,近英雄山/千佛山/舜耕会展中心,历下区,,5410588,济南途掌柜116777精品民宿,自营民宿,133Btbb1159,https://www.tujia.com/detail/14266995.htm,237,5.0,14266995,14:00后入住,2室1厅 1卫1厨,90㎡,12:00前退房,宜住4人,整套普通公寓,36.654822,117.043862,【班禾】千佛山/山大/山师空中露台两居,5.0,718,4.9,tujia,5.0,距英雄山/千佛山/舜耕会展中心直线1.9公里
佛山苑小区1区(北楼),济南,5.0,17,近大明湖/泉城广场/趵突泉,历下区,,1039896, 扬帆起航,"个人房东,超赞房东,实名验证",153BxjM4263,https://www.tujia.com/detail/12252297.htm,262,5.0,12252297,14:00-23:00,1室1厅 1卫1厨,46㎡,12:00前退房,宜住2人,整套普通公寓,36.66485545422197,117.0340265671889,【安心住扬帆起航】丘比特&大明湖&已消毒,5.0,228,5.0,tujia,5.0,距大明湖/泉城广场/趵突泉直线595米
民营经科园路(恒大滨河左岸4号公寓楼),济南,5.0,2,近北园,天桥区,,3786595,海星精品loft公寓,商户经营,155BuWZ7971,https://www.tujia.com/detail/15772401.htm,152,5.0,15772401,13:00后入住,1室2厅 1卫1厨,60㎡,12:00前退房,宜住2人（可加1人）,整套Loft复式,36.71222943827756,117.03503382020124,海星距大明湖东门3公里宽厚里芙蓉街6公里,5.0,138,5.0,tujia,5.0,距北园直线1.4公里
 会展西路88号香格里拉,济南,4.8,33,近高新区/奥体中心,高新区,,1244033,路客精品民宿BE9720,商户经营,400DxKc270,https://www.tujia.com/detail/1950158.htm,367,4.8,1950158,15:00后入住,1室0厅 1卫0厨,65㎡,12:00前退房,宜住2人,整套普通公寓,36.6927717417692,117.1301243023582,【路客】初夏夜8折丨一直在路上，高新万达,4.8,530,5.0,tujia,4.8,距高新区/奥体中心直线<100米
 成丰西街4号(官扎营北区),济南,4.8,40,近火车站,天桥区,,5113046,偶遇夏雨荷,"个人房东,超赞房东,实名验证",131CCOl1235,https://www.tujia.com/detail/13360635.htm,177,4.8,13360635,14:00后入住,2室1厅 1卫1厨,70㎡,12:00前退房,宜住4人（可加1人）,整套普通公寓,36.682201247652664,116.99945977116496,【暖气+空调】济南站附近长租优惠,4.9,228,4.9,tujia,4.8,距火车站直线810米
恒大城东区(北门)(三栋公寓楼H栋和K栋中间那栋),济南,5.0,1,近高新区/奥体中心,历城区,,5947761,恩家驿站/济南东站旁/万虹广场—轻奢两居,"个人房东,实名验证",158AZuF8430,https://www.tujia.com/detail/18395084.htm,37,5.0,18395084,14:00后入住,1室0厅 1卫1厨,55㎡,12:00前退房,宜住2人,整套普通公寓,36.72595515351572,117.14771414505498,地铁口/济南新东站/万虹广场/可做饭,5.0,128,5.0,tujia,5.0,距高新区/奥体中心直线4.1公里
万科麓公馆,济南,5.0,2,近高新区/奥体中心,高新区,,7374718,栖悦公寓管家,商户经营,183AMGj2085,https://www.tujia.com/detail/22172053.htm,51,5.0,22172053,14:00后入住,2室0厅 2卫2厨,60㎡,12:00前退房,宜住4人,整套普通公寓,36.682188,117.153083,齐鲁软件园家庭套房loft落地窗,5.0,246,5.0,tujia,5.0,距高新区/奥体中心直线2.3公里
济南名泉春晓公寓,济南,5.0,6,近火车站,天桥区,,5880785,云☁️小树🍀,"个人房东,超赞房东,实名验证",183AWmi0808,https://www.tujia.com/detail/17023273.htm,39,5.0,17023273,14:00后入住,1室1厅 1卫1厨,60㎡,12:00前退房,宜住2人,整套普通公寓,36.675381914420505,116.98580599999993,经典时尚Loft【近汽车站火车站景点房】,5.0,253,5.0,tujia,5.0,距火车站直线623米
